city,Meal at an Inexpensive Restaurant,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",Combo Meal at McDonald's (or Equivalent Fast-Food Meal),Domestic Draft Beer (0.5 Liter),Imported Beer (0.33 Liter Bottle),Cappuccino (Regular Size),"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",Bottled Water (0.33 Liter),"Milk (Regular, 1 Liter)",Fresh White Bread (500 g Loaf),White Rice (1 kg),"Eggs (12, Large Size)",Local Cheese (1 kg),Chicken Fillets (1 kg),Beef Round or Equivalent Back Leg Red Meat (1 kg),Apples (1 kg),Bananas (1 kg),Oranges (1 kg),Tomatoes (1 kg),Potatoes (1 kg),Onions (1 kg),Lettuce (1 Head),Bottled Water (1.5 Liter),Bottle of Wine (Mid-Range),Domestic Beer (0.5 Liter Bottle),"Cigarettes (Pack of 20, Marlboro)",One-Way Ticket (Local Transport),Monthly Public Transport Pass (Regular Price),Taxi Start (Standard Tariff),Taxi 1 km (Standard Tariff),Taxi 1 Hour Waiting (Standard Tariff),Gasoline (1 Liter),Volkswagen Golf 1.5 (or Equivalent New Compact Car),Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),"Basic Utilities for 85 m2Apartment (Electricity, Heating, Cooling, Water, Garbage)","Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)","Broadband Internet (Unlimited Data, 60 Mbps or Higher)",Monthly Fitness Club Membership,"Tennis Court Rental (1 Hour, Weekend)",Cinema Ticket (International Release),"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child","International Primary School, Annual Tuition per Child",Jeans (Levi's 501 or Similar),Summer Dress in a Chain Store (e.g. Zara or H&M),Nike Running Shoes (Mid-Range),Men's Leather Business Shoes,1 Bedroom Apartment in City Centre,1 Bedroom Apartment Outside of City Centre,3 Bedroom Apartment in City Centre,3 Bedroom Apartment Outside of City Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Annual Mortgage Interest Rate (20-Year Fixed, in %)",avg_food,avg_transport,avg_accommodation,avg_entertainment
Athens,16.304347826086957,65.21739130434783,9.782608695652174,5.434782608695652,2.5760869565217392,3.826086956521739,2.4456521739130435,0.5760869565217391,1.6630434782608696,1.4021739130434783,3.1847826086956523,4.25,13.956521739130434,10.391304347826088,17.0,2.1739130434782608,1.9673913043478262,1.358695652173913,2.108695652173913,1.184782608695652,1.184782608695652,1.0326086956521738,0.8804347826086957,10.326086956521738,1.8695652173913042,5.434782608695652,1.3043478260869563,29.34782608695652,4.3478260869565215,0.9782608695652174,16.304347826086957,1.9456521739130435,27152.173913043476,27080.16304347826,189.61956521739128,24.57608695652174,32.065217391304344,51.88043478260869,25.293478260869563,9.782608695652174,616.2391304347826,13057.54347826087,95.54347826086956,40.47826086956522,100.33695652173913,119.07608695652173,683.1847826086956,570.0108695652174,1235.2717391304348,1027.4891304347825,3857.4891304347825,3302.9891304347825,1255.5869565217392,4.42,14.14751552795031,8.994565217391305,626.5978260869565,19.355978260869563
Dublin,21.73913043478261,97.82608695652173,13.043478260869565,7.608695652173913,3.4456521739130435,4.608695652173913,2.8804347826086953,2.239130434782609,1.6304347826086956,2.358695652173913,2.260869565217391,4.293478260869565,9.434782608695652,10.391304347826088,14.34782608695652,2.9130434782608696,1.9782608695652173,2.6956521739130435,5.217391304347825,1.6521739130434783,1.4673913043478262,1.2499999999999998,1.9891304347826086,13.043478260869565,3.83695652173913,20.652173913043477,2.1739130434782608,104.34782608695652,4.891304347826087,1.4673913043478262,32.608695652173914,1.9673913043478262,37858.69565217391,36980.26086956521,227.67391304347825,19.40217391304348,51.29347826086956,55.391304347826086,20.3695652173913,14.130434782608695,1201.4021739130435,11346.249999999998,106.78260869565216,47.90217391304348,108.38043478260869,99.04347826086956,2350.076086956522,1989.1304347826085,4104.554347826087,3227.7934782608695,7361.554347826087,5541.70652173913,3914.3804347826085,3.8,20.61801242236025,28.220108695652172,2169.603260869565,22.543478260869566
Brussels,21.73913043478261,86.95652173913044,14.130434782608695,5.434782608695652,2.6086956521739126,4.195652173913043,3.1304347826086953,2.9347826086956523,1.2934782608695652,2.6956521739130435,2.5760869565217392,4.510869565217392,15.021739130434783,12.967391304347824,20.141304347826086,2.793478260869565,2.369565217391304,2.4891304347826084,3.6739130434782608,2.510869565217391,2.2717391304347823,1.5326086956521738,1.076086956521739,8.695652173913043,2.3043478260869565,13.043478260869565,2.717391304347826,59.78260869565217,2.8260869565217392,1.9565217391304348,39.130434782608695,1.7826086956521738,34423.91304347826,32576.086956521736,238.4673913043478,20.565217391304348,52.369565217391305,35.94565217391304,26.195652173913043,15.108695652173912,1442.891304347826,34678.010869565216,89.8913043478261,43.03260869565218,105.30434782608695,139.22826086956522,1252.5760869565215,1038.4347826086955,2285.195652173913,1807.9239130434783,4731.923913043478,3575.336956521739,3296.2282608695655,3.49,19.16614906832298,16.820652173913043,1145.5054347826087,16.29619565217391
Zurich,44.44444444444444,277.77777777777777,38.888888888888886,20.0,13.28888888888889,18.377777777777776,7.366666666666666,4.922222222222222,8.133333333333333,6.355555555555555,8.588888888888889,16.01111111111111,60.21111111111111,30.2,50.69444444444444,14.288888888888888,8.522222222222222,8.722222222222221,9.133333333333335,5.9222222222222225,6.311111111111111,5.5,3.555555555555556,55.55555555555556,8.433333333333334,29.444444444444443,5.0,222.22222222222223,10.0,4.444444444444445,55.55555555555556,6.8,144286.98888888888,141207.8888888889,533.9222222222222,76.04444444444444,118.03333333333333,267.7111111111111,114.28888888888889,52.5,3394.2777777777774,67959.07777777777,339.9555555555555,253.6,452.0222222222222,500.58888888888885,5087.033333333333,3483.6222222222223,10472.222222222223,5973.688888888889,20807.338888888888,12245.8,8097.733333333334,2.08,56.476190476190474,60.416666666666664,4285.327777777778,98.94166666666666
Geneva,44.44444444444444,277.77777777777777,38.888888888888886,20.0,13.28888888888889,18.377777777777776,7.366666666666666,4.922222222222222,8.133333333333333,6.355555555555555,8.588888888888889,16.01111111111111,60.21111111111111,30.2,50.69444444444444,14.288888888888888,8.522222222222222,8.722222222222221,9.133333333333335,5.9222222222222225,6.311111111111111,5.5,3.555555555555556,55.55555555555556,8.433333333333334,29.444444444444443,5.0,222.22222222222223,10.0,4.444444444444445,55.55555555555556,6.8,144286.98888888888,141207.8888888889,533.9222222222222,76.04444444444444,118.03333333333333,267.7111111111111,114.28888888888889,52.5,3394.2777777777774,67959.07777777777,339.9555555555555,253.6,452.0222222222222,500.58888888888885,5087.033333333333,3483.6222222222223,10472.222222222223,5973.688888888889,20807.338888888888,12245.8,8097.733333333334,2.22,56.476190476190474,60.416666666666664,4285.327777777778,98.94166666666666
Copenhagen,21.73913043478261,115.94202898550724,13.043478260869565,8.695652173913043,2.38695652173913,6.631884057971014,4.533333333333333,3.266666666666666,2.115942028985507,4.495652173913043,3.008695652173913,5.053623188405797,15.876811594202897,12.355072463768115,16.866666666666664,3.2826086956521734,3.226086956521739,3.7086956521739127,5.481159420289855,2.4840579710144928,2.0478260869565217,2.1739130434782608,1.5666666666666667,10.869565217391305,1.8231884057971013,9.347826086956522,3.4782608695652173,108.69565217391303,5.652173913043478,1.7391304347826086,72.82608695652173,2.0782608695652174,48550.0,51206.60289855072,162.93188405797102,13.555072463768115,39.60144927536232,58.19710144927536,32.004347826086956,18.840579710144926,762.3956521739129,12015.434782608694,113.31449275362318,50.12028985507246,128.69565217391303,180.7246376811594,1808.7608695652175,1282.2550724637679,3283.8869565217387,2258.453623188406,9902.101449275362,6712.417391304348,4636.604347826086,3.78,23.817598343685297,29.891304347826086,1545.5079710144928,24.150724637681158
Stockholm,16.25,100.96153846153845,10.576923076923077,7.211538461538462,2.2125,4.826923076923077,3.383653846153846,2.660576923076923,1.6413461538461538,3.6413461538461536,3.627884615384615,4.632692307692308,12.749999999999998,13.107692307692307,18.76153846153846,3.304807692307692,2.7673076923076922,3.048076923076923,4.377884615384615,1.7884615384615385,1.7932692307692306,2.4653846153846155,1.6346153846153846,12.5,2.082692307692308,7.5,4.134615384615384,101.92307692307692,5.6730769230769225,1.4423076923076923,54.32692307692307,1.6509615384615386,31721.153846153844,32513.88846153846,259.52403846153845,22.04423076923077,38.95576923076923,43.999038461538454,34.074999999999996,17.307692307692307,153.5576923076923,15769.23076923077,98.13365384615385,46.050961538461536,117.22980769230769,187.0201923076923,1601.5615384615385,995.3432692307691,2524.9125,1749.3586538461539,10721.336538461537,5918.639423076923,3449.798076923077,3.28,20.042032967032966,28.29326923076923,1298.4524038461539,20.254567307692305
Oslo,23.58490566037736,113.20754716981132,14.150943396226415,11.226415094339623,3.872641509433962,4.947169811320754,3.7575471698113208,3.1226415094339623,2.268867924528302,3.679245283018868,3.4594339622641512,4.850943396226415,12.462264150943396,14.49811320754717,30.91320754716981,3.292452830188679,2.440566037735849,3.313207547169811,5.04622641509434,2.457547169811321,2.6849056603773587,2.668867924528302,2.288679245283019,16.69811320754717,3.074528301886793,16.50943396226415,4.150943396226415,74.52830188679245,10.754716981132075,1.650943396226415,62.83018867924528,2.047169811320755,43386.79245283019,39810.792452830196,315.9773584905661,29.126415094339624,50.0811320754717,52.1433962264151,25.157547169811323,17.830188679245282,236.7924528301887,14005.241509433963,93.7556603773585,57.78301886792453,117.9245283018868,148.40377358490565,1738.7971698113208,1382.6905660377358,2494.85,2063.6877358490565,9991.42358490566,6842.766981132076,3889.7226415094337,5.28,23.579919137466305,22.77122641509434,1560.7438679245286,24.474528301886792
Helsinki,16.304347826086957,97.82608695652173,14.130434782608695,8.695652173913043,4.054347826086956,5.119565217391304,3.2391304347826084,2.6630434782608696,1.3478260869565217,2.641304347826087,2.5869565217391304,3.695652173913043,9.902173913043477,13.630434782608694,20.695652173913043,2.8043478260869565,2.0869565217391304,2.510869565217391,4.054347826086956,1.184782608695652,1.684782608695652,2.032608695652174,1.7282608695652173,15.217391304347826,3.4130434782608696,12.934782608695652,3.4782608695652173,78.3695652173913,10.869565217391305,1.2391304347826084,74.34782608695653,1.9021739130434783,35550.0,36222.05434782609,121.8695652173913,27.565217391304348,24.52173913043478,45.2391304347826,35.119565217391305,18.478260869565215,479.4673913043478,14087.108695652172,97.51086956521738,39.96739130434783,104.57608695652173,143.30434782608697,1171.3478260869565,850.0,2073.478260869565,1513.2934782608695,9022.054347826088,4589.95652173913,2954.630434782609,3.91,20.1444099378882,23.489130434782606,1010.6739130434783,21.907608695652176
Porto,12.228260869565217,54.347826086956516,8.695652173913043,3.260869565217391,2.184782608695652,2.3260869565217392,2.3043478260869565,1.326086956521739,1.0543478260869565,1.4891304347826086,1.4999999999999998,3.33695652173913,12.17391304347826,6.83695652173913,14.956521739130434,2.0978260869565215,1.3695652173913042,1.6739130434782608,2.402173913043478,1.5869565217391304,1.7717391304347825,1.6521739130434783,0.7282608695652174,5.434782608695652,1.2065217391304348,6.25,1.684782608695652,43.47826086956522,3.8043478260869565,0.8152173913043478,16.304347826086957,1.8804347826086956,32655.434782608696,34456.52173913043,131.31521739130434,14.67391304347826,35.934782608695656,44.65217391304348,15.08695652173913,8.695652173913043,545.8152173913043,10179.347826086956,103.20652173913044,34.04347826086956,87.69565217391305,101.08695652173913,1194.9782608695652,880.4347826086956,2070.336956521739,1532.6086956521738,4998.717391304347,3696.5652173913045,1427.7282608695652,3.67,11.708074534161492,12.445652173913043,1037.7065217391305,15.51086956521739
Prague,10.869565217391305,52.17391304347826,9.565217391304348,2.608695652173913,1.8669565217391304,3.6286956521739127,1.8160869565217392,1.3534782608695652,1.1482608695652174,1.5230434782608697,2.3956521739130436,3.5573913043478256,11.488260869565218,8.123478260869565,14.299130434782608,1.9573913043478262,1.753913043478261,2.1430434782608696,3.5913043478260867,1.1730434782608696,1.1778260869565218,1.6752173913043478,0.79,6.521739130434782,1.141304347826087,7.2700000000000005,1.6956521739130435,23.91304347826087,2.608695652173913,1.5434782608695652,16.956521739130434,1.59,29473.91304347826,30699.44304347826,319.87652173913045,28.395652173913046,23.149565217391306,57.580869565217384,15.864347826086956,10.869565217391305,961.7391304347826,15911.91,80.36652173913043,47.2695652173913,103.13130434782609,123.5608695652174,1101.4886956521739,945.6152173913044,2239.1304347826085,1515.5278260869566,9114.902608695653,6724.514347826086,2127.693043478261,4.63,11.456708074534163,7.440217391304348,1023.5519565217392,19.395217391304346
Budapest,11.11111111111111,61.111111111111114,8.88888888888889,3.111111111111111,1.8261666666666665,3.0358055555555556,1.6381111111111113,1.502138888888889,1.101388888888889,1.5551944444444445,2.2609166666666667,3.3981666666666666,10.084444444444445,6.5649444444444445,12.8235,1.9908611111111112,1.9120833333333334,2.162777777777778,3.034305555555555,0.9694444444444444,1.0234166666666666,1.4399444444444445,0.5575555555555556,4.805555555555555,1.1393333333333333,6.944444444444445,1.3888888888888888,25.0,3.0555555555555554,1.2222222222222223,18.333333333333332,1.6261388888888888,27222.222222222223,32463.450305555554,138.20347222222222,23.362555555555556,20.788888888888888,68.64702777777778,16.129638888888888,8.61111111111111,455.0264444444444,13914.309777777777,96.71591666666667,40.36855555555556,103.91288888888889,114.40799999999999,786.49425,595.0,1447.6790277777777,1105.0724722222224,5166.666666666667,3710.648138888889,1496.5648888888888,6.93,12.549246031746033,7.666666666666667,690.747125,21.293701388888888
Warsaw,10.625,51.25,8.75,4.75,1.875,4.135,2.31,2.1425,1.0375,1.3725,1.72,3.62,9.6075,6.795,14.2975,1.31,1.685,1.9625,2.88,0.925,1.0175,1.47,0.6675,7.5,1.21,5.8725,1.1,27.5,2.5,1.25,12.5,1.535,29973.75,30096.6675,317.4125,8.8475,17.1925,45.79,25.715,8.75,551.515,14278.7425,99.155,43.11,97.44,112.6325,1098.8625,867.145,1884.21,1363.75,5732.8275,3685.9375,2063.925,7.04,11.411428571428573,8.0875,983.00375,16.697499999999998
Bucharest,13.043478260869566,63.04347826086957,7.500000000000001,3.2608695652173916,1.7195652173913045,3.1782608695652175,2.191304347826087,1.9500000000000004,1.591304347826087,1.232608695652174,1.6108695652173914,3.6369565217391306,9.547826086956523,7.147826086956523,12.069565217391306,1.3347826086956522,1.6673913043478261,1.5978260869565217,2.2108695652173913,0.7934782608695653,0.791304347826087,0.8565217391304348,0.9043478260869566,6.739130434782609,1.2282608695652175,6.521739130434783,0.9782608695652175,19.565217391304348,0.6521739130434783,0.6521739130434783,6.521739130434783,1.6804347826086958,28230.06304347826,27627.63043478261,189.18478260869566,7.13913043478261,10.045652173913044,50.17173913043479,25.66304347826087,8.695652173913045,677.2456521739131,14334.406521739133,86.35000000000001,38.80869565217392,88.43913043478261,100.91739130434784,631.8000000000001,418.40217391304355,1160.8826086956524,740.0369565217392,3865.963043478261,2198.8413043478263,1413.7652173913043,7.09,13.115838509316774,5.461956521739131,525.1010869565218,17.216847826086955
Sofia,11.0,50.0,9.61,2.81,1.54,2.65,1.91,1.4,1.69,1.23,1.96,3.37,10.6,7.49,13.0,1.74,1.75,1.6,2.69,0.92,0.81,0.92,0.67,6.39,0.96,3.58,0.82,25.54,1.53,0.86,12.27,1.31,26850.86,24689.72,138.34,16.35,12.22,39.2,21.81,9.0,598.14,10271.61,74.74,35.33,93.84,99.57,669.31,517.63,1225.88,852.88,3742.95,2578.71,1436.6,2.95,11.034285714285716,7.1875,593.47,14.350000000000001
Belgrade,12.453703703703704,55.55555555555556,11.11111111111111,3.240740740740741,1.5408333333333333,2.734351851851852,2.7492592592592593,2.16287037037037,1.3397222222222223,0.9785185185185186,2.698240740740741,2.5305555555555554,9.79212962962963,6.915277777777778,13.922685185185186,1.5665740740740741,1.9097222222222223,1.899074074074074,2.1149074074074075,0.9430555555555555,0.7423148148148149,0.8060185185185185,0.6651851851851852,7.407407407407407,0.8475925925925927,4.444444444444445,0.0,0.0,2.962962962962963,0.9722222222222222,16.666666666666668,1.7389814814814815,29620.685648148148,24393.334166666664,217.81212962962962,20.66574074074074,36.85425925925926,39.81842592592593,24.49074074074074,7.60787037037037,422.7022222222222,9384.806574074073,110.8125,43.46592592592592,107.36277777777778,139.29074074074074,832.1798148148148,565.2414814814815,1563.408888888889,1031.083425925926,4830.150555555556,2863.707037037037,1174.7735185185184,4.84,12.490291005291006,0.9837962962962963,698.7106481481482,14.518611111111111
