city,Meal at an Inexpensive Restaurant,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks)",Combo Meal at McDonald's (or Equivalent Fast-Food Meal),Domestic Draft Beer (0.5 Liter),Imported Beer (0.33 Liter Bottle),Cappuccino (Regular Size),"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle)",Bottled Water (0.33 Liter),"Milk (Regular, 1 Liter)",Fresh White Bread (500 g Loaf),White Rice (1 kg),"Eggs (12, Large Size)",Local Cheese (1 kg),Chicken Fillets (1 kg),Beef Round or Equivalent Back Leg Red Meat (1 kg),Apples (1 kg),Bananas (1 kg),Oranges (1 kg),Tomatoes (1 kg),Potatoes (1 kg),Onions (1 kg),Lettuce (1 Head),Bottled Water (1.5 Liter),Bottle of Wine (Mid-Range),Domestic Beer (0.5 Liter Bottle),"Cigarettes (Pack of 20, Marlboro)",One-Way Ticket (Local Transport),Monthly Public Transport Pass (Regular Price),Taxi Start (Standard Tariff),Taxi 1 km (Standard Tariff),Taxi 1 Hour Waiting (Standard Tariff),Gasoline (1 Liter),Volkswagen Golf 1.5 (or Equivalent New Compact Car),Toyota Corolla Sedan 1.6 (or Equivalent New Mid-Size Car),"Basic Utilities for 85 m2Apartment (Electricity, Heating, Cooling, Water, Garbage)","Mobile Phone Plan (Monthly, with Calls and 10GB+ Data)","Broadband Internet (Unlimited Data, 60 Mbps or Higher)",Monthly Fitness Club Membership,"Tennis Court Rental (1 Hour, Weekend)",Cinema Ticket (International Release),"Private Full-Day Preschool or Kindergarten, Monthly Fee per Child","International Primary School, Annual Tuition per Child",Jeans (Levi's 501 or Similar),Summer Dress in a Chain Store (e.g. Zara or H&M),Nike Running Shoes (Mid-Range),Men's Leather Business Shoes,1 Bedroom Apartment in City Centre,1 Bedroom Apartment Outside of City Centre,3 Bedroom Apartment in City Centre,3 Bedroom Apartment Outside of City Centre,Price per Square Meter to Buy Apartment in City Centre,Price per Square Meter to Buy Apartment Outside of Centre,Average Monthly Net Salary (After Tax),"Annual Mortgage Interest Rate (20-Year Fixed, in %)"
Athens,17.271157167530223,69.08462867012089,10.362694300518134,5.757052389176741,2.7288428324697755,4.052964881980426,2.5906735751295336,0.6102475532527346,1.7616580310880827,1.4853195164075992,3.3736327000575703,4.502014968336212,14.78411053540587,11.007484168105929,18.00805987334485,2.3028209556706964,2.0840529648819803,1.4392630972941853,2.2337363270005755,1.2550374208405297,1.2550374208405297,1.0938399539435808,0.9326424870466321,10.938399539435808,1.9804260218767988,5.757052389176741,1.381692573402418,31.0880829015544,4.605641911341393,1.0362694300518134,17.271157167530223,2.061024755325273,28762.233736326998,28685.952792170407,200.86355785837648,26.033390903857224,33.966609096142776,54.956822107081166,26.793321819228552,10.362694300518134,652.7806563039724,13831.824985607369,101.20898100172711,42.87852619458837,106.286701208981,126.13701784686239,723.6960276338514,603.811168681635,1308.5204375359815,1088.4168105929764,4086.229130685089,3498.8485895221643,1330.0402993667242,4.42
Dublin,23.028209556706965,103.62694300518135,13.81692573402418,8.059873344847437,3.649971214738054,4.881980426021877,3.051237766263673,2.3719055843408174,1.7271157167530224,2.4985607369027054,2.3949337938975246,4.5480713874496255,9.994242947610822,11.007484168105929,15.198618307426596,3.0857800805987337,2.095567069660334,2.8554979850316635,5.526770293609672,1.7501439263097294,1.5544041450777202,1.3241220495106503,2.1070811744386875,13.81692573402418,4.064478986758779,21.876799078871617,2.3028209556706964,110.53540587219344,5.181347150259067,1.5544041450777202,34.542314335060446,2.0840529648819803,40103.626943005176,39173.10305123776,241.17443868739204,20.552677029360968,54.33506044905008,58.675877950489344,21.577432354634425,14.968336211859526,1272.642487046632,12019.055843408174,113.11456534254461,50.7426597582038,114.80713874496257,104.91652274035694,2489.4300518134714,2107.0811744386874,4347.944732297064,3419.1940126655154,7798.077144502015,5870.316637881404,4146.493955094991,3.8
Brussels,23.028209556706965,92.11283822682786,14.968336211859526,5.757052389176741,2.763385146804836,4.444444444444444,3.316062176165803,3.1088082901554404,1.3701784686240643,2.8554979850316635,2.7288428324697755,4.778353483016695,15.912492803684513,13.736327000575704,21.335636154289006,2.959124928036845,2.5100748416810594,2.6367299942429474,3.891767415083477,2.6597582037996546,2.4064478986758777,1.623488773747841,1.1398963730569946,9.211283822682786,2.4409902130109384,13.81692573402418,2.8785261945883707,63.32757628094415,2.9936672423719055,2.0725388601036268,41.45077720207254,1.888313183649971,36465.16983304548,34507.77202072539,252.60794473229703,21.784686240644792,55.474956822107075,38.07714450201497,27.748992515831894,16.00460564191134,1528.4513529073115,36734.33506044905,95.2216465169833,45.58434081750144,111.54864709268853,147.48416810592977,1326.8508923431202,1100.0115141047784,2420.7023603914795,1915.1295336787564,5012.515831894069,3787.3459988485893,3491.686816350029,3.49
Zurich,49.5049504950495,309.40594059405936,43.31683168316832,22.277227722772277,14.801980198019802,20.47029702970297,8.205445544554454,5.4826732673267315,9.05940594059406,7.079207920792078,9.566831683168317,17.834158415841582,67.0668316831683,33.63861386138613,56.46658415841584,15.915841584158414,9.492574257425742,9.715346534653465,10.173267326732674,6.596534653465346,7.029702970297029,6.126237623762376,3.9603960396039604,61.88118811881188,9.393564356435643,32.79702970297029,5.569306930693069,247.5247524752475,11.138613861386139,4.9504950495049505,61.88118811881188,7.574257425742574,160715.70544554453,157286.01485148515,594.7153465346533,84.7029702970297,131.47277227722773,298.1930693069307,127.30198019801979,58.477722772277225,3780.7549504950493,75696.99257425741,378.6633663366336,282.4752475247525,503.490099009901,557.5866336633662,5666.25,3880.272277227723,11664.603960396038,6653.861386138613,23176.491336633662,13640.123762376235,9019.752475247524,2.08
Geneva,49.5049504950495,309.40594059405936,43.31683168316832,22.277227722772277,14.801980198019802,20.47029702970297,8.205445544554454,5.4826732673267315,9.05940594059406,7.079207920792078,9.566831683168317,17.834158415841582,67.0668316831683,33.63861386138613,56.46658415841584,15.915841584158414,9.492574257425742,9.715346534653465,10.173267326732674,6.596534653465346,7.029702970297029,6.126237623762376,3.9603960396039604,61.88118811881188,9.393564356435643,32.79702970297029,5.569306930693069,247.5247524752475,11.138613861386139,4.9504950495049505,61.88118811881188,7.574257425742574,160715.70544554453,157286.01485148515,594.7153465346533,84.7029702970297,131.47277227722773,298.1930693069307,127.30198019801979,58.477722772277225,3780.7549504950493,75696.99257425741,378.6633663366336,282.4752475247525,503.490099009901,557.5866336633662,5666.25,3880.272277227723,11664.603960396038,6653.861386138613,23176.491336633662,13640.123762376235,9019.752475247524,2.22
Copenhagen,23.141005862388152,123.4186979327368,13.884603517432891,9.25640234495526,2.5408824436902187,7.059549521752545,4.825671089170009,3.4773218142548594,2.252391237272447,4.78556001234187,3.2027152113545205,5.379512496143165,16.900647948164146,13.151804998457266,17.954335081764885,3.4942918852206106,3.4341252699784017,3.9478556001234186,5.834618944770132,2.644245603208886,2.179882752236964,2.314100586238815,1.6676951558161062,11.570502931194076,1.9407590249922864,9.950632520826906,3.702560937982104,115.70502931194075,6.016661524220919,1.851280468991052,77.5223696390003,2.2122801604443074,51680.80839247146,54508.72570194384,173.43875347115087,14.429188522061091,42.155199012650414,61.95001542733724,34.06818883060784,20.05553841406973,811.5597037951248,12790.265350200554,120.62172169083615,53.35236038259796,136.99475470533787,192.37889540265348,1925.4011107682813,1364.942918852206,3495.652576365319,2404.0928725701942,10540.651033631595,7145.276149336624,4935.601666152422,3.78
Stockholm,17.72510357124128,110.12638313493105,11.537049661754681,7.866170223923646,2.4133410246997746,5.265089936546228,3.6908070690649746,2.902092401279564,1.790340342965022,3.9718915517331794,3.957208033981855,5.05322775184855,13.907388955897005,14.297550999003619,20.464628454559758,3.604803607950076,3.018511720593634,3.3247679479783945,4.775289737269915,1.9508102155330644,1.9560543290156798,2.689181393885364,1.7829985840893599,13.634695054800986,2.271749960669149,8.180817032880592,4.509937595049557,111.17520583145419,6.188053909486602,1.5732340447847293,59.258482353558136,1.8008285699302535,34600.660758298814,35465.35633751115,283.08248990508156,24.0453091404898,42.49200272693901,47.993077770202945,37.16817871938749,18.878808537416752,167.4969846347475,17200.692222979706,107.04179558445645,50.23126540458336,127.87141433740628,203.99706329644974,1746.94425507368,1085.6961560648172,2754.112958204416,1908.1577429335573,11694.572342545493,6455.907493838166,3762.9555823588025,3.28
Oslo,26.344907529374574,126.45555614099796,15.806944517624745,12.540175983982296,4.325833816323304,5.52610780336161,4.197270667579957,3.4880657568891937,2.534380104325834,4.109805574582434,3.8642710364086628,5.418620580641762,13.920649138521524,16.19474155645714,34.530797196901844,3.67774909110069,2.726171031139681,3.70093260972654,5.636756414984984,2.7451393645608304,2.9991042731440016,2.9811897360240267,2.5565098266505086,18.652194530797196,3.43432214552927,18.441435270562202,4.636703725169925,83.24990779282365,12.013277833394806,1.84414352705622,70.18283365825386,2.286737973549713,48464.09189103747,44469.61378365562,352.9543179303441,32.53490700247642,55.941830444175146,58.24542915854366,28.101585963433273,19.916750092207177,264.5028715949207,15644.192001686075,104.72733020707098,64.5450234469677,131.72453764687288,165.7705885452342,1942.2783076031403,1544.4986564097162,2786.8075241055903,2305.1888929869856,11160.660730280837,7643.535486590443,4344.913852152379,5.28
Helsinki,17.271157167530223,103.62694300518135,14.968336211859526,9.211283822682786,4.294761082325849,5.42314335060449,3.4312032239493377,2.8209556706966032,1.4277489925158318,2.7979274611398965,2.7403569372481287,3.914795624640184,10.489349453080022,14.438687392055266,21.92285549798503,2.9706390328151984,2.2107081174438687,2.6597582037996546,4.294761082325849,1.2550374208405297,1.7846862406447899,2.1531375935521013,1.8307426597582037,16.119746689694875,3.6154289004029936,13.701784686240645,3.6845135290731146,83.0166954519286,11.514104778353483,1.312607944732297,78.75647668393782,2.0149683362118593,37658.0310880829,38369.93667242372,129.09614277489925,29.19976971790443,25.975820379965455,47.92170408750719,37.2020725388601,19.57397812320092,507.8986758779505,14922.44099021301,103.29303396660909,42.33736327000576,110.77720207253884,151.80195739781232,1240.8059873344848,900.4029936672423,2196.43062751871,1603.028209556707,9557.040875071963,4862.130109383996,3129.8330454807137,3.91
Porto,12.953367875647668,57.570523891767415,9.211283822682786,3.454231433506045,2.3143350604490496,2.4640184225676456,2.4409902130109384,1.4047207829591248,1.1168681635002877,1.577432354634427,1.5889464594127805,3.534830166954519,12.895797351755899,7.24237190558434,15.84340817501439,2.222222222222222,1.4507772020725387,1.7731721358664363,2.5446171560161197,1.6810592976396084,1.8767990788716176,1.7501439263097294,0.7714450201496834,5.757052389176741,1.2780656303972366,6.620610247553253,1.7846862406447899,46.05641911341393,4.029936672423719,0.8635578583765112,17.271157167530223,1.9919401266551524,34591.82498560737,36499.71214738054,139.10189982728843,15.5440414507772,38.06563039723662,47.299942429476104,15.981577432354634,9.211283822682786,578.1807714450201,10782.959124928037,109.32642487046631,36.06217616580311,92.8957973517559,107.08117443868738,1265.8376511226252,932.642487046632,2193.103051237766,1623.488773747841,5295.129533678756,3915.762809441566,1512.3891767415082,3.67
Prague,11.893434823977165,57.08848715509039,10.466222645099904,2.8544243577545196,2.042816365366318,3.9705042816365363,1.987155090390105,1.4809705042816366,1.2564224548049476,1.6665080875356804,2.621313035204567,3.892483349191246,12.570409134157947,8.888677450047574,15.64605137963844,2.141769743101808,1.9191246431969555,2.3449096098953377,3.929590865842055,1.2835394862036156,1.2887725975261657,1.8330161750713607,0.8644148430066604,7.136060894386299,1.2488106565176023,7.954804947668888,1.8553758325404377,26.165556612749764,2.8544243577545196,1.6888677450047573,18.553758325404377,1.7397716460513797,32250.23786869648,33591.20789724072,350.00761179828737,31.070409134157945,25.33016175071361,63.004757373929586,17.358705994291153,11.893434823977165,1052.3311132254996,17410.748334919124,87.93672692673644,51.7221693625119,112.84586108468126,135.1998097050428,1205.244529019981,1034.6883920076118,2450.047573739296,1658.2844909609896,9973.490009514748,7357.936726926736,2328.1132254995246,4.63
Budapest,12.655104119869147,69.60307265928031,10.124083295895318,3.5434291535633613,2.0799296376210936,3.4576591853909484,1.8657420003923084,1.7108751637254096,1.2544371958820293,1.7713032858977849,2.5750922240712737,3.8703737685001802,11.485772499193239,7.4772049937040865,14.605445491302781,2.267509918437854,2.177785230227982,2.4633160169325294,3.4559507463347656,1.1041578344585832,1.1656300027208475,1.6400382184144422,0.6350331247350338,5.473332531843406,1.2976543764513824,7.909440074918217,1.5818880149836434,28.473984269705582,3.4801536329640155,1.3920614531856061,20.880921797784094,1.8521061257031493,31005.00509367941,36974.55093363031,157.4081397629699,26.609001575560466,23.677699808275175,78.18617556425946,18.371003359930146,9.807705692898589,518.2566328564468,15847.833509450198,110.15549959187291,45.97814463518499,118.35255854567544,130.30606369313904,895.7849961085556,677.6808256189928,1648.8475945810846,1258.6326476376087,5884.623415739154,4226.277469485381,1704.5266041926361,6.93
Warsaw,11.361813612789392,54.80404213227824,9.356787681120675,5.079399026894081,2.0050259316687162,4.421750521306742,2.4701919478158585,2.2910762979201196,1.109447682190023,1.4676789819815004,1.8392771213174357,3.8710367320750683,10.273752873870501,7.266213976367427,15.288991070951184,1.4008447842592098,1.801849970592953,2.0985938084799227,3.079719831043148,0.9891461262899001,1.08806073891889,1.5719403304282735,0.7137892316740629,8.020103726674865,1.293910067903545,6.279741217986419,1.1762818799123136,29.407046997807836,2.6733679088916213,1.3366839544458107,13.366839544458108,1.6414478960594556,32052.344543656098,32183.786023632572,339.42415655242473,9.461049029567448,18.38475110944768,48.96540661925894,27.498262310859218,9.356787681120675,589.7610009089451,15268.93279153077,106.0311180024595,46.09955622092712,104.19718761695984,120.44324439929422,1175.0654975137677,927.27904614233,2014.874619045073,1458.3221943003796,6130.382826284554,3941.5468106720846,2207.052344543656,7.04
Bucharest,13.15270288044193,63.571397255469336,7.562804156254111,3.2881757201104826,1.7339646630715946,3.2048752685343502,2.2096540839142444,1.966329080626069,1.6046297514139156,1.2429304222017625,1.6243588057345786,3.6674119864965586,9.627778508483495,7.207681178482179,12.170634398702267,1.3459599280985575,1.6813538515498268,1.6112061028541365,2.2293831382349074,0.8001227585602174,0.7979306414134771,0.8636941558156868,0.9119207330439739,6.795563154894998,1.238546187908282,6.576351440220965,0.9864527160331449,19.729054320662897,0.6576351440220966,0.6576351440220966,6.576351440220965,1.6945065544302689,28466.458415537727,27858.9811039502,190.76899469507651,7.198912709895218,10.129773335087027,50.59187162961989,25.8779429172695,8.768468586961287,682.9168310754527,14454.441229339298,87.07308518567233,39.13367530360823,89.17970976368977,101.76246218597923,637.0906221228463,421.90582664737605,1170.6037090622124,746.2339427419001,3898.3361830856243,2217.254154061993,1425.6039282739268,7.09
Sofia,12.665515256188831,57.570523891767415,11.065054691997696,3.2354634427173288,1.7731721358664363,3.051237766263673,2.199194012665515,1.6119746689694874,1.9458837075417386,1.4162348877374784,2.2567645365572826,3.8802533103051235,12.204951065054692,8.624064478986758,14.968336211859526,2.0034542314335058,2.0149683362118593,1.8422567645365573,3.097294185377087,1.0592976396085205,0.9326424870466321,1.0592976396085205,0.7714450201496834,7.357512953367875,1.1053540587219344,4.122049510650546,0.9441565918249855,29.407023603914794,1.7616580310880827,0.9902130109383994,14.127806563039723,1.5083477259643063,30916.361542890038,28428.002302820954,159.28612550374208,18.825561312607945,14.070236039147956,45.13529073114565,25.112262521588942,10.362694300518134,688.7046632124352,11826.839378238343,86.05641911341392,40.67933218192285,108.04835924006908,114.64594127806562,770.6505469199768,596.0046056419113,1411.4910765687969,982.0149683362118,4309.671848013816,2969.153713298791,1654.1162924582611,2.95
Belgrade,13.177825198353213,58.78583731607382,11.757167463214763,3.4291738434376393,1.6304251979613071,2.8933409363016263,2.90911513598144,2.28863062311028,1.41762046687712,1.0354145479271135,2.8551301420461788,2.6776948897471624,10.361493708935644,7.317367099918288,14.732220713385733,1.6576626359177546,2.020763157740037,2.0094958722544565,2.2378788502274034,0.9978895884403529,0.785476762938273,0.8528845230607042,0.7038624254644572,7.838111642143175,0.8968759246522329,4.702866985285905,0.0,0.0,3.13524465685727,1.0287521530312917,17.635751194822145,1.8400946843886372,31342.98253864679,25811.68633052925,230.47683152174977,21.867351717624192,38.997152805945994,42.133671155945116,25.914756616835874,8.050230538458674,447.2802732365718,9930.486825114094,117.25570075657373,45.993255304931935,113.60539418843213,147.38981084677079,880.5669698056345,598.1074879440046,1654.313410813067,1091.0358456440674,5111.000005878584,3030.21748800279,1243.0808089715026,4.84
